step,allocator,blended_action,aggressive_action,balanced_action,conservative_action
42,hmm,-0.07433204,-0.8512569,0.7834008,-0.9430135
43,hmm,-0.8991323,-0.8914356,-0.90316296,-0.92341644
44,hmm,-0.5845635,-0.50042707,-0.5927976,0.44369543
45,hmm,0.2567451,-0.7737307,0.33900833,-0.27057576
46,hmm,0.7822527,0.2698009,0.8467318,-0.32409674
47,hmm,0.8022915,0.5608742,0.8429966,-0.07399136
48,hmm,0.87359107,0.7641121,0.90085125,-0.035033703
49,hmm,0.5942043,0.51411355,0.6385603,-0.47290707
50,hmm,0.67068136,0.654788,0.69547653,-0.37579072
51,hmm,0.5459428,0.5078821,0.6539984,-0.4655493
52,hmm,0.4175512,0.44069362,0.25439954,-0.34956944
53,hmm,0.8197741,0.84552944,-0.17314029,-0.021737516
54,hmm,0.25045893,0.2512734,0.14517021,-0.10655409
55,hmm,0.36990428,0.37528157,-0.675934,-0.16520804
56,hmm,-0.6178861,-0.61831975,-0.5203818,-0.029140472
57,hmm,-0.8997695,-0.90937847,0.11571121,-0.30339873
58,hmm,-0.7827973,-0.7877501,-0.18960589,-0.37814748
59,hmm,-0.15074031,-0.14984679,-0.67989916,-0.21628731
60,hmm,-0.24974893,-0.25128263,0.08813834,-0.19271177
61,hmm,-0.09722389,-0.09784728,0.25947046,-0.072742164
62,hmm,-0.7134385,-0.71332043,-0.94794863,-0.3606441
63,hmm,-0.72659874,-0.72680384,0.1488396,-0.54187375
64,hmm,0.027982295,0.028011203,-0.75031763,0.11435771
65,hmm,0.31046867,0.31049442,-0.38703918,0.51660585
66,hmm,0.28848258,0.28852165,-0.8028218,0.40878558
67,hmm,0.105555914,0.10559094,-0.94381166,0.37580192
68,hmm,-0.11034753,-0.11032039,-0.8753063,0.3934772
69,hmm,-0.5392867,-0.53928787,-0.5052775,0.21495748
70,hmm,-0.62461853,-0.62481076,0.7562778,0.012661815
71,hmm,-0.459271,-0.45934355,0.61609435,-0.29249966
72,hmm,0.33923376,0.339211,0.6001706,0.12223005
73,hmm,0.8277716,0.82778645,0.64837575,0.5600828
74,hmm,0.97381413,0.9737108,0.9986515,0.9933431
75,hmm,0.9630515,0.96302843,0.99121046,0.9912739
76,hmm,0.062076133,0.03340566,0.8133496,0.54125977
77,hmm,-0.6887887,-0.8060548,0.4924289,0.25668716
78,hmm,-0.017397434,-0.040610373,0.34488034,0.48913133
79,hmm,-0.105460554,-0.13928938,0.6611031,0.010286093
80,hmm,-0.65204936,-0.48676193,-0.98648036,-0.3239591
81,hmm,-0.35840508,-0.07687193,-0.82918036,-0.10937774
82,hmm,0.483102,0.36121523,0.49012232,0.3246529
83,hmm,0.016798982,-0.520764,0.021695733,0.044617057
84,hmm,-0.4366464,-0.16735792,-0.43821335,0.0970422
85,hmm,0.1457666,0.45107722,0.14442587,0.28606248
86,hmm,0.23801838,0.44905233,0.23856962,-0.2505237
87,hmm,-0.09642963,-0.25342858,-0.09552431,-0.52353567
88,hmm,0.5625411,-0.63506895,0.67349315,-0.6441484
89,hmm,0.6892926,-0.0214777,0.7109506,-0.43890315
90,hmm,-0.4654542,-0.64054453,-0.463346,-0.8412067
91,hmm,0.4892574,0.27738917,0.4908874,0.37164044
92,hmm,0.21788956,0.31141734,0.21881902,0.08942747
93,hmm,0.44291994,0.29843402,0.44460177,0.16132581
94,hmm,0.6214755,0.55080414,0.6224793,0.30324936
95,hmm,0.59463346,0.23483789,0.59570765,0.09813309
96,hmm,-0.054845877,0.3097129,-0.056499124,0.37123525
97,hmm,-0.15184486,0.8390119,-0.15339392,0.6106794
98,hmm,-0.0959744,0.7696812,-0.096574545,0.20663917
99,hmm,0.1999257,0.7974483,0.1999538,0.18605459
100,hmm,0.98433554,0.7843919,0.9851086,0.37988377
101,hmm,0.86257255,0.6305542,0.8635242,0.25291896
102,hmm,0.42583397,0.13989675,0.42614925,0.21852732
103,hmm,0.56483364,0.6403756,0.5651529,0.25081825
104,hmm,0.53963727,0.28125572,0.53996515,0.20004404
105,hmm,-0.05064785,-0.5564878,-0.05047959,-0.19836563
106,hmm,0.5499589,0.64066195,0.550004,0.49634337
107,hmm,0.5237639,0.59387994,0.5236201,0.73187494
108,hmm,-0.3254793,-0.050807297,-0.32597065,-0.20281613
109,hmm,-0.46016586,-0.810019,-0.4562552,0.13670683
110,hmm,0.28622717,-0.8370382,0.29974246,-0.017851949
111,hmm,0.62457967,0.53413033,0.6272447,-0.27791578
112,hmm,0.2837353,0.39723957,0.2835133,-0.24241245
113,hmm,0.4108046,0.25721192,0.4134705,0.14896238
114,hmm,0.10483764,0.69227266,0.07969141,0.15101099
115,hmm,0.026775654,0.7919549,-0.02397722,0.34895992
116,hmm,0.32284173,0.94675255,0.17824674,0.3958453
117,hmm,0.50757504,0.93015695,0.25748324,0.387151
118,hmm,0.25585204,0.6174717,-0.33830678,0.3452307
119,hmm,0.18264666,0.35938513,-0.45075727,0.40774655
120,hmm,0.24571434,0.39556944,0.02664125,0.5788665
121,hmm,0.65405715,0.6125281,0.72288203,0.64526415
122,hmm,0.47855598,0.54497695,0.18022323,0.5867913
123,hmm,0.5859425,0.60115266,0.41319025,0.6766319
124,hmm,-0.09427469,-0.019565642,-0.6078336,-0.15972364
125,hmm,0.021938922,-0.0545882,0.68125415,0.5625187
126,hmm,0.03151985,0.013259888,0.27292192,0.52997303
127,hmm,-0.18088491,-0.17547035,-0.2961282,0.43305802
128,hmm,0.16922645,0.17469382,-0.81464404,0.14158082
129,hmm,0.3485581,0.35018158,-0.63022447,0.23668563
130,hmm,-0.11289272,-0.111378014,-0.9396433,-0.3800004
131,hmm,0.24521959,0.24541295,-0.0651744,0.024963737
132,hmm,0.3074966,0.30929923,-0.70824635,-0.09329903
133,hmm,0.013073462,0.013285279,-0.36360794,0.011449218
134,hmm,-0.21375296,-0.213732,-0.22749925,0.3114344
135,hmm,0.13654241,0.1365813,0.10100758,0.044686556
136,hmm,0.17680493,0.17636943,0.41182017,-0.037632346
137,hmm,0.22083282,0.2203536,0.59226525,0.10801911
138,hmm,0.27757218,0.27395618,0.9408097,0.051859617
139,hmm,0.18610744,0.18352735,0.7912892,0.21063817
140,hmm,0.25999656,0.2594949,0.66378903,0.4639063
141,hmm,0.13125473,0.13078654,0.5488579,0.34443605
142,hmm,0.011816136,0.011057138,0.15125048,0.15079522
143,hmm,0.2374272,0.23647296,0.5726943,0.08560157
144,hmm,-0.563595,-0.5698891,-0.030816376,-0.59893817
145,hmm,-0.8084099,-0.81466335,0.31703758,-0.7531464
146,hmm,-0.7950401,-0.806056,0.572067,-0.89386135
147,hmm,-0.49133107,-0.5007979,0.7333493,-0.8287892
148,hmm,-0.39164734,-0.40163225,0.70072114,-0.90876675
149,hmm,0.07850466,0.07318902,0.6903297,-0.6895089
150,hmm,-0.32984895,-0.36422086,0.6441519,-0.64497286
151,hmm,-0.1964277,-0.2172826,0.7863138,-0.21056879
152,hmm,-0.26014456,-0.2789315,0.85532534,-0.49712765
153,hmm,0.09040029,0.06586802,0.94620883,-0.1129114
154,hmm,0.9733488,0.8873787,0.9769825,0.92330396
155,hmm,0.94211596,0.97341466,0.942878,0.80787516
156,hmm,0.9533019,0.96977115,0.9534725,0.811326
157,hmm,0.9870563,0.98196435,0.98722005,0.8181095
158,hmm,0.979648,0.9680548,0.97997093,0.7548785
159,hmm,0.97938085,0.87375593,0.9796722,0.6363356
160,hmm,0.9932534,0.8488431,0.99359727,0.65405285
161,hmm,0.997207,0.79201066,0.9976649,0.65070534
162,hmm,0.99406195,0.7772087,0.9944167,0.5950825
163,hmm,0.9955615,0.7851832,0.9959123,0.6144465
164,hmm,0.84689015,0.7882328,0.8477031,-0.24987328
165,hmm,0.564624,0.86874056,0.56506276,0.17117548
166,hmm,0.8101037,0.9475374,0.81029975,0.6240219
167,hmm,0.9475599,0.9852308,0.94784427,0.69423294
168,hmm,0.9928272,0.99362993,0.9932687,0.43552744
169,hmm,0.9885036,0.9895041,0.9891827,0.20203674
170,hmm,0.9844456,0.9940772,0.98484945,0.39234567
171,hmm,0.9905049,0.99529004,0.991101,0.16552734
172,hmm,0.9931202,0.9966397,0.9934869,0.43291712
173,hmm,0.9642176,0.9951205,0.9645889,0.43657398
174,hmm,0.8052309,0.2520808,0.9772639,0.51523495
175,hmm,0.17130122,-0.012805581,0.92826545,0.07128227
176,hmm,-0.06207817,-0.053383768,-0.3374933,-0.3454075
177,hmm,-0.13489261,-0.13486034,-0.14217472,-0.3852077
178,hmm,-0.43538782,-0.43571663,-0.094423056,-0.5424286
179,hmm,-0.51531273,-0.51552075,-0.37586236,-0.49764228
180,hmm,-0.5465593,-0.54693466,-0.14669442,-0.7330738
181,hmm,-0.23019488,-0.23036826,0.039314866,-0.22798836
182,hmm,-0.22956069,-0.22953248,-0.25120866,-0.3818946
183,hmm,0.45494276,-0.9929075,0.46455884,-0.9985854
184,hmm,0.74385494,-0.97903156,0.7522521,-0.9733089
185,hmm,0.6978406,-0.6161077,0.70227575,-0.9312266
186,hmm,0.6652152,-0.38331985,0.6750779,-0.8443513
187,hmm,0.72051847,-0.090441406,0.72938406,-0.6327235
188,hmm,0.84413224,0.49844527,0.8495823,-0.25851393
189,hmm,0.6808947,0.54492116,0.6825683,-0.3934151
