step,allocator,blended_action,aggressive_action,balanced_action,conservative_action
128,equal_weight,-0.11736945,0.21935892,-0.80108166,0.22961438
129,equal_weight,-0.0039413176,0.2753209,-0.6443226,0.35717773
130,equal_weight,-0.3531289,-0.14894187,-0.9350109,0.024566054
131,equal_weight,0.14319809,0.06451607,0.05347991,0.3115983
132,equal_weight,-0.13959044,0.22017074,-0.69591564,0.056973577
133,equal_weight,-0.12766051,-0.12074518,-0.39064705,0.1284107
134,equal_weight,-0.068036616,-0.23100764,-0.3091234,0.33602118
135,equal_weight,0.16337864,0.17989898,0.07673323,0.2335037
136,equal_weight,0.24515624,0.090551615,0.41439998,0.23051715
137,equal_weight,0.33636975,0.15002608,0.5827763,0.27630687
138,equal_weight,0.3852165,0.16302264,0.93896985,0.053657055
139,equal_weight,0.44490525,0.15658104,0.7882588,0.3898759
140,equal_weight,0.43774608,0.11614227,0.59808016,0.59901583
141,equal_weight,0.34916082,0.06457496,0.47421598,0.50869155
142,equal_weight,0.17874558,0.1497997,0.10688996,0.2795471
143,equal_weight,0.34801927,0.1926912,0.61727095,0.2340957
144,equal_weight,-0.30688992,-0.54517037,-0.056229353,-0.31927
145,equal_weight,-0.3519803,-0.6465356,0.44631505,-0.85572034
146,equal_weight,-0.29729137,-0.5915136,0.632645,-0.9330056
147,equal_weight,-0.099493146,-0.14202988,0.7831917,-0.93964124
148,equal_weight,-0.20337291,-0.31764007,0.6815741,-0.9740528
149,equal_weight,-0.056058604,0.032128334,0.69902587,-0.89933
150,equal_weight,-0.16342808,-0.2960744,0.62908244,-0.8232923
151,equal_weight,0.09244412,-0.041131854,0.82046175,-0.50199753
152,equal_weight,-0.09865904,-0.31614864,0.82709825,-0.8069267
153,equal_weight,0.14475705,0.09080768,0.94379056,-0.6003271
154,equal_weight,0.9227779,0.8805895,0.9785657,0.9091785
155,equal_weight,0.9082769,0.968786,0.94366574,0.812379
156,equal_weight,0.90345216,0.96544766,0.95486856,0.79004025
157,equal_weight,0.9297057,0.9760506,0.98748875,0.82557774
158,equal_weight,0.8990433,0.9599447,0.9799979,0.75718737
159,equal_weight,0.7889366,0.8596306,0.9798198,0.5273595
160,equal_weight,0.7845824,0.7797816,0.9924922,0.58147335
161,equal_weight,0.77114874,0.7137462,0.99768615,0.60201395
162,equal_weight,0.73149186,0.6943798,0.9934329,0.50666296
163,equal_weight,0.7460474,0.6895747,0.99498403,0.5535834
164,equal_weight,0.36967865,0.6844168,0.80045664,-0.37583745
165,equal_weight,0.47915876,0.6770508,0.56111395,0.1993115
166,equal_weight,0.8042159,0.9427316,0.8217013,0.6482148
167,equal_weight,0.8954169,0.98686004,0.95090365,0.748487
168,equal_weight,0.84566617,0.99130034,0.99358726,0.5521109
169,equal_weight,0.78783685,0.98401093,0.989149,0.39035058
170,equal_weight,0.8768123,0.9913137,0.9836706,0.6554526
171,equal_weight,0.7678464,0.993335,0.9910469,0.31915724
172,equal_weight,0.88366604,0.9962859,0.9930551,0.6616571
173,equal_weight,0.83628416,0.9952295,0.96642447,0.54719853
174,equal_weight,0.6601405,0.28501177,0.9694586,0.7259512
175,equal_weight,0.21303202,-0.15361065,0.9155886,-0.12288189
176,equal_weight,-0.26980945,-0.0877589,-0.29448473,-0.4271847
177,equal_weight,-0.35163012,-0.3729778,-0.35505658,-0.32685602
178,equal_weight,-0.45314187,-0.5564024,-0.05623561,-0.7467876
179,equal_weight,-0.35945976,-0.5953081,-0.33673477,-0.14633638
180,equal_weight,-0.32938012,-0.5257456,0.030329585,-0.49272436
181,equal_weight,0.009904663,-0.139413,0.16965353,-0.00052654743
182,equal_weight,-0.18587339,-0.1581977,0.08848941,-0.48791188
183,equal_weight,-0.4971454,-0.99198574,0.49958813,-0.99903864
184,equal_weight,-0.47291356,-0.9390742,0.4837203,-0.9633868
185,equal_weight,-0.3138002,-0.58956105,0.56755185,-0.91939133
186,equal_weight,-0.13943581,-0.62384516,0.8095467,-0.604009
187,equal_weight,0.14945851,-0.25910068,0.8983898,-0.19091362
188,equal_weight,0.48418853,0.16788852,0.93142295,0.35325408
189,equal_weight,0.4171705,0.3146106,0.6590657,0.27783513
0,vol_regime,-0.22671108,-0.14920795,-0.6587296,0.6043258
1,vol_regime,-0.1224553,-0.22903883,-0.19610035,0.082321644
2,vol_regime,-0.23437579,-0.7189151,-0.09169954,0.059928536
3,vol_regime,-0.7408737,-0.72793484,-0.94433856,-0.20811224
4,vol_regime,-0.7203624,-0.6093158,-0.86182994,-0.6427857
5,vol_regime,-0.58313906,-0.88876003,-0.18113363,-0.8135253
6,vol_regime,-0.5164202,-0.8445219,-0.045055866,-0.81680423
7,vol_regime,-0.028960478,-0.6939972,0.5519115,-0.13841969
8,vol_regime,-0.041068573,-0.72372186,0.4613396,-0.028292835
9,vol_regime,0.17928173,-0.5129596,0.6942985,0.184834
10,vol_regime,-0.15899792,-0.5053996,0.5785539,-0.7959987
11,vol_regime,-0.09571927,-0.6468585,0.82644105,-0.7741271
12,vol_regime,-0.10716823,-0.71895564,0.3688805,-0.13011247
13,vol_regime,0.2936895,-0.2385475,0.7605232,0.20348155
14,vol_regime,0.1751899,0.3075937,-0.12126154,0.43805468
15,vol_regime,0.04283725,0.04769981,-0.19947201,0.3610537
16,vol_regime,0.41761762,0.041184306,0.7242898,0.38515472
17,vol_regime,0.5852361,0.3067224,0.9479799,0.3800913
18,vol_regime,0.50336885,0.107569695,0.9435288,0.31228805
19,vol_regime,0.56440544,0.27516866,0.98088956,0.29833007
20,vol_regime,0.6211367,0.5305178,0.9470109,0.27725685
21,vol_regime,0.72138083,0.7071887,0.973912,0.39886463
22,vol_regime,0.75589395,0.8849915,0.9595573,0.35524523
23,vol_regime,0.83690685,0.9632021,0.98138857,0.51796937
24,vol_regime,0.85091376,0.88295484,0.97550774,0.6527474
25,vol_regime,0.6597159,0.5683819,0.81659377,0.5418794
26,vol_regime,0.5578904,0.49719882,0.5392271,0.6434665
27,vol_regime,0.7676484,0.5833765,0.90201545,0.7727642
28,vol_regime,0.7228681,0.7978699,0.9064094,0.4031446
29,vol_regime,0.7271039,0.8895993,0.9191768,0.30851126
30,vol_regime,0.8601616,0.8595481,0.9763992,0.7057917
31,vol_regime,0.82126594,0.66291547,0.98962915,0.7551322
32,vol_regime,0.76559895,0.5116545,0.9887221,0.7220459
33,vol_regime,0.80308825,0.5289812,0.9604721,0.8673501
34,vol_regime,0.6487089,0.6901288,0.45672905,0.86326206
35,vol_regime,0.6107409,0.5866538,0.466753,0.8268118
36,vol_regime,0.8453504,0.7211534,0.987072,0.7805853
37,vol_regime,0.78527284,0.59843373,0.969098,0.7270117
38,vol_regime,0.6682114,0.41940165,0.8664129,0.6527525
39,vol_regime,0.34893394,-0.47871745,0.9906149,0.3210107
40,vol_regime,0.3602248,-0.45629668,0.9888911,0.33852458
41,vol_regime,0.13932377,-0.40996206,0.9353832,-0.37280297
42,vol_regime,-0.24190097,-0.8607257,0.75200653,-0.94828624
43,vol_regime,-0.883061,-0.8866832,-0.92137384,-0.82835495
44,vol_regime,-0.25572562,-0.46488488,-0.58767265,0.3960297
45,vol_regime,-0.056972325,-0.3973034,0.4183643,-0.3504234
46,vol_regime,0.29073942,0.10279393,0.83815444,-0.25120175
47,vol_regime,0.5555577,0.60917187,0.8792045,0.07041454
48,vol_regime,0.6304776,0.8150437,0.9204978,0.05921805
49,vol_regime,0.31385767,0.5843655,0.6505605,-0.40558726
50,vol_regime,0.3930762,0.6820946,0.7098899,-0.3183604
51,vol_regime,0.29068154,0.55549335,0.63128996,-0.42827487
52,vol_regime,0.16533539,0.499053,0.30003583,-0.34798282
53,vol_regime,0.124347195,0.87854457,-0.33821225,-0.01310426
54,vol_regime,-0.22961007,0.4796381,-0.6578666,-0.36784953
55,vol_regime,-0.3012491,0.46081305,-0.8036712,-0.3934151
56,vol_regime,-0.5678149,-0.52301735,-0.77247256,-0.33973545
57,vol_regime,-0.3119398,-0.90364575,0.09580064,-0.26388776
58,vol_regime,-0.2845462,-0.6549499,-0.2591033,0.051933646
59,vol_regime,-0.18561667,0.022064924,-0.628164,-0.104064226
60,vol_regime,-0.12964517,-0.24831796,0.009476304,-0.1964677
61,vol_regime,-0.03429205,-0.19677842,0.2913779,-0.03638369
62,vol_regime,-0.76076263,-0.7386201,-0.9501232,-0.32553613
63,vol_regime,-0.4320426,-0.7056783,0.15826797,-0.56116015
64,vol_regime,-0.025786227,0.22626674,-0.6261949,0.26312196
65,vol_regime,0.10668959,0.27483487,-0.36876583,0.5241841
66,vol_regime,-0.114247195,0.14885664,-0.820062,0.42457414
67,vol_regime,-0.28951257,-0.09421158,-0.9244826,0.44359148
68,vol_regime,-0.30679032,-0.122793674,-0.8752408,0.29458117
69,vol_regime,-0.42429236,-0.5329343,-0.3827381,0.10289657
70,vol_regime,-0.14945553,-0.6373651,0.74424005,0.096915126
71,vol_regime,0.0871138,-0.17756063,0.6043016,0.123597026
72,vol_regime,0.5004674,0.498497,0.5165982,0.46389723
73,vol_regime,0.7614925,0.8448596,0.6683862,0.5406085
74,vol_regime,0.98389643,0.9749019,0.998634,0.9936507
75,vol_regime,0.97419244,0.96284056,0.9912672,0.99107933
76,vol_regime,0.49902973,0.040569067,0.8164747,0.5342305
77,vol_regime,0.05556966,-0.70673525,0.47480297,0.25889683
78,vol_regime,0.0078115165,-0.8706812,0.38796234,0.3794365
79,vol_regime,0.31762308,-0.03859496,0.6537987,0.22560692
80,vol_regime,-0.5165572,-0.4696223,-0.9724165,0.044320226
81,vol_regime,-0.27117422,-0.086482346,-0.81486005,0.26904833
82,vol_regime,0.41217595,0.34434068,0.46065295,0.41537523
83,vol_regime,-0.047196817,-0.548092,0.07283318,0.29365838
84,vol_regime,-0.13466507,-0.051414132,-0.4046598,0.14207697
85,vol_regime,0.12183771,0.15391004,-0.02611816,0.28703988
86,vol_regime,0.22689033,0.46749854,0.24887407,-0.043029547
87,vol_regime,-0.38775092,-0.3349936,-0.12898535,-0.52291155
88,vol_regime,0.018700397,-0.5434859,0.6072359,0.12059796
89,vol_regime,0.26026815,-0.039152443,0.62983775,0.29209268
90,vol_regime,-0.4634135,-0.38462663,-0.41753,-0.529039
91,vol_regime,0.48143098,0.29702234,0.47504663,0.5946299
92,vol_regime,0.28873476,0.326998,0.22562551,0.2910205
93,vol_regime,0.38495868,0.3645544,0.45325422,0.36988306
94,vol_regime,0.5488194,0.5849575,0.6148441,0.5007267
95,vol_regime,0.4084049,0.39592004,0.5846853,0.34538364
96,vol_regime,0.48582914,0.53311825,-0.06753969,0.6788032
97,vol_regime,0.327475,0.7335801,-0.050751388,0.23510253
98,vol_regime,0.25301832,0.61870563,0.024582624,0.12498021
99,vol_regime,0.3408531,0.73071706,0.17000842,0.17527258
100,vol_regime,0.6590285,0.77693415,0.981107,0.4594537
101,vol_regime,0.5452732,0.6271939,0.8661063,0.36778748
102,vol_regime,0.45306844,0.40504003,0.41588354,0.4967594
103,vol_regime,0.5323048,0.68536735,0.5462601,0.43488514
104,vol_regime,0.430327,0.37241566,0.50342464,0.43583477
105,vol_regime,-0.2588791,-0.5645128,-0.10352069,-0.13764226
106,vol_regime,0.4770987,0.6907444,0.54453087,0.3219384
107,vol_regime,0.6786189,0.66880965,0.48786592,0.7608056
108,vol_regime,-0.08534475,0.20629287,-0.25266284,-0.15389156
109,vol_regime,-0.39833003,-0.63469154,-0.48303533,-0.04902816
110,vol_regime,-0.14758798,-0.8000968,0.32844293,-0.12978703
111,vol_regime,0.5538161,0.6699331,0.81261575,0.09263277
112,vol_regime,0.22772107,0.28915465,0.2934245,0.0786829
113,vol_regime,0.32417154,0.20473385,0.42007506,0.31573784
114,vol_regime,0.32788342,0.7268131,0.008045077,0.35540485
115,vol_regime,0.39421117,0.8284309,0.0413903,0.43041933
116,vol_regime,0.5582603,0.9438596,0.3674823,0.42703176
117,vol_regime,0.5239844,0.94536304,0.29841328,0.40336716
118,vol_regime,0.1588999,0.61982083,-0.3510481,0.37790966
119,vol_regime,0.09878709,0.3982829,-0.48074937,0.5720066
120,vol_regime,0.34401065,0.40573168,-0.021350324,0.76943755
121,vol_regime,0.7122308,0.70629287,0.7107463,0.7201481
122,vol_regime,0.40497965,0.5893434,0.12401414,0.59523654
123,vol_regime,0.56037426,0.634961,0.39808393,0.70217466
124,vol_regime,-0.28849727,-0.2183901,-0.6149946,0.076725364
125,vol_regime,0.46595317,-0.15092301,0.7179692,0.74680805
126,vol_regime,0.28535703,0.357234,0.071383595,0.498778
127,vol_regime,-0.12080242,-0.18316627,-0.5338729,0.4923221
128,vol_regime,-0.10627712,0.1899867,-0.80400234,0.20931554
129,vol_regime,0.025546676,0.30300117,-0.6375831,0.350209
130,vol_regime,-0.3910199,-0.16720021,-0.9371268,-0.09561753
131,vol_regime,0.075414106,0.06103909,0.05646205,0.2185204
132,vol_regime,-0.07430924,0.2303927,-0.7110036,0.0075622797
133,vol_regime,-0.15170956,-0.06679654,-0.4006607,0.0856657
134,vol_regime,-0.1946125,-0.22912169,-0.29817402,0.32312715
135,vol_regime,0.117735125,0.115119696,0.09799218,0.19265652
136,vol_regime,0.22541004,0.14580226,0.4238193,0.107828975
137,vol_regime,0.29921076,0.16935503,0.58467174,0.2219621
138,vol_regime,0.45040363,0.20121491,0.93916965,0.047904372
139,vol_regime,0.47503465,0.14940238,0.79407835,0.37527537
140,vol_regime,0.3104413,0.12684119,0.5882132,0.57872605
141,vol_regime,0.26644683,0.11504531,0.52423596,0.40148854
142,vol_regime,0.134721,0.10229027,0.10778296,0.20306909
143,vol_regime,0.33164287,0.21754396,0.60093546,0.08668494
144,vol_regime,-0.32638127,-0.5382728,-0.04672438,-0.4873656
145,vol_regime,-0.28511903,-0.6660122,0.42185473,-0.8468575
146,vol_regime,-0.18396214,-0.5667982,0.6251228,-0.87990594
147,vol_regime,-0.014200544,-0.15697598,0.7525234,-0.8937237
148,vol_regime,-0.12008154,-0.31425536,0.65280366,-0.9564213
149,vol_regime,0.027568888,-0.0075369477,0.6988392,-0.83235234
150,vol_regime,-0.09277953,-0.341488,0.63257885,-0.8112156
151,vol_regime,0.18348388,-0.07842016,0.8347182,-0.42292452
152,vol_regime,-0.008161813,-0.34725028,0.8136226,-0.7647859
153,vol_regime,0.26122135,0.08518684,0.93357444,-0.45921493
154,vol_regime,0.91457355,0.89850724,0.9788922,0.8984859
155,vol_regime,0.8881063,0.9687724,0.94296277,0.81776404
156,vol_regime,0.8741522,0.9657967,0.9534104,0.78746223
157,vol_regime,0.90399283,0.97447824,0.9868841,0.8285451
158,vol_regime,0.862495,0.9588034,0.9791775,0.758037
159,vol_regime,0.71615475,0.8542415,0.97891736,0.52819765
160,vol_regime,0.71761566,0.75566554,0.9915836,0.5851985
161,vol_regime,0.7118631,0.69159293,0.9975412,0.60975397
162,vol_regime,0.6557876,0.6801727,0.9929154,0.50630546
163,vol_regime,0.6745185,0.6594894,0.9944838,0.55554986
164,vol_regime,0.16909984,0.6530361,0.77872515,-0.36511207
165,vol_regime,0.39462,0.5182059,0.55704284,0.25549936
166,vol_regime,0.7777195,0.93606114,0.82167554,0.66513205
167,vol_regime,0.86995584,0.9866562,0.9515666,0.7672913
168,vol_regime,0.790486,0.99093366,0.99347353,0.5890224
169,vol_regime,0.7211074,0.98311937,0.9886644,0.45687747
170,vol_regime,0.85362357,0.99066997,0.9828336,0.71971166
171,vol_regime,0.68072814,0.9931134,0.99065423,0.3693266
172,vol_regime,0.8554193,0.99597883,0.99262,0.7162032
173,vol_regime,0.78185254,0.99516535,0.96560717,0.58036304
174,vol_regime,0.5443139,0.29578495,0.96700394,0.76741767
175,vol_regime,0.1299527,-0.20484233,0.9053798,-0.18755841
176,vol_regime,-0.31812307,-0.081175685,-0.31521845,-0.55894333
177,vol_regime,-0.39511412,-0.411595,-0.38800907,-0.31754416
178,vol_regime,-0.4374566,-0.57882434,-0.04114139,-0.7781958
179,vol_regime,-0.47120985,-0.5978799,-0.32135338,-0.16075903
180,vol_regime,-0.42080957,-0.5858263,-0.06431186,-0.50020236
181,vol_regime,-0.101080105,-0.24436909,0.14142418,0.031140924
182,vol_regime,-0.17392327,-0.2180624,-0.02455014,-0.3572079
183,vol_regime,-0.4025362,-0.9922503,0.48719287,-0.99912757
184,vol_regime,-0.3736707,-0.9526181,0.5063448,-0.96807724
185,vol_regime,-0.22324307,-0.6099558,0.5929589,-0.9247997
186,vol_regime,-0.07032585,-0.64065075,0.8007891,-0.6614876
187,vol_regime,0.18335271,-0.28166807,0.88696885,-0.2897814
188,vol_regime,0.49017853,0.14499927,0.92473674,0.25594687
189,vol_regime,0.39115888,0.30981243,0.64496493,0.13409722
0,hmm,-0.14992821,-0.14920795,-0.6587296,0.6043258
1,hmm,-0.22494419,-0.22485012,-0.25157928,0.0969702
2,hmm,-0.7360672,-0.74842083,-0.067970276,0.08046162
3,hmm,-0.80365914,-0.8037182,-0.78684473,0.0706017
4,hmm,-0.6257751,-0.60726964,-0.8560855,-0.63299465
5,hmm,-0.8470592,-0.8931449,-0.22400808,-0.80884063
6,hmm,-0.79525447,-0.85563326,0.21701491,-0.8519407
7,hmm,-0.58204603,-0.64528066,0.6723857,-0.2507437
8,hmm,-0.4582452,-0.81830335,0.5912858,0.0682441
9,hmm,-0.22481482,-0.5615889,0.60506845,0.1989845
10,hmm,0.5414852,-0.6105868,0.6818042,-0.6570809
11,hmm,0.59680396,-0.19151294,0.6146395,-0.893478
12,hmm,0.59708357,-0.5034531,0.61354923,-0.35961288
13,hmm,0.88949376,0.36534178,0.9033905,0.20673192
14,hmm,0.078878604,0.6235008,0.012774706,0.2267592
15,hmm,-0.14752872,0.028914928,-0.21708822,0.4021777
16,hmm,0.3058403,-0.08123618,0.5804877,0.39618635
17,hmm,0.6474357,0.23692167,0.94988155,0.37345862
18,hmm,0.58762896,0.11603987,0.94585276,0.31426883
19,hmm,0.7129006,0.35583496,0.9818473,0.30737662
20,hmm,0.72554344,0.6063248,0.96038234,0.31756806
21,hmm,0.7442035,0.6905558,0.9797592,0.43888676
22,hmm,0.94287246,0.8894198,0.9610262,0.35987067
23,hmm,0.9820534,0.97293496,0.98506117,0.50445867
24,hmm,0.9568754,0.88047683,0.9836304,0.55688715
25,hmm,0.80048525,0.5024154,0.84613657,0.4984429
26,hmm,0.6175126,0.44538033,0.63617873,0.48381305
27,hmm,0.8831942,0.58908105,0.90685105,0.7437751
28,hmm,0.88712573,0.7638588,0.9091556,0.33081877
29,hmm,0.9224339,0.8566567,0.93417597,0.08374822
30,hmm,0.926339,0.8791828,0.9748703,0.7244803
31,hmm,0.715698,0.68045306,0.98965013,0.7547524
32,hmm,0.5142999,0.50628734,0.9866345,0.7054311
33,hmm,0.5099005,0.50672936,0.93075585,0.8506274
34,hmm,0.675227,0.6771723,0.30221486,0.85076284
35,hmm,0.58735913,0.58781123,0.47616792,0.82937956
36,hmm,0.72588044,0.72373605,0.9876623,0.7805406
37,hmm,0.5931491,0.5912981,0.9741764,0.69555795
38,hmm,0.42061263,0.41607392,0.8935584,0.5275078
39,hmm,-0.09382649,-0.48241353,0.9908805,0.31438768
40,hmm,-0.055134457,-0.37927008,0.9826863,-0.16358769
41,hmm,0.058231916,-0.46129525,0.9296758,-0.6549439
