step,equal_weight,vol_regime,hmm,buy_and_hold
56,1.0083798,1.005092,1.024794,0.9743772675672235
57,1.0078782,1.0045152,1.0248423,0.9818729147199153
58,1.0036019,0.9999988,1.0198264,0.982263376597655
59,1.0034512,0.99986106,1.0194018,0.9887870517686431
60,1.001418,0.99792206,1.0137798,0.9812555689427481
61,1.0032629,0.999305,1.0148935,0.9816479526073787
62,1.0030941,0.9992055,1.0147147,0.982557183899405
63,1.0027665,0.9988108,1.0143107,0.9814225383096912
64,1.0033927,0.9995242,1.0151397,0.9826926133520779
65,1.0027364,0.99876225,1.0138022,0.9867567404414277
66,1.0025038,0.9985896,1.0137763,0.9861581603480197
67,1.0023081,0.99841464,1.0135742,0.9878595069780082
68,1.0021176,0.9981304,1.013986,0.987079374546543
69,1.0022463,0.9983499,1.013792,0.9857533415917414
70,1.002533,0.99870265,1.0137249,0.996467416555448
71,0.9994708,0.9939598,1.0077398,0.9972796541326219
72,0.99950796,0.9937211,1.0071434,1.003460459912995
73,1.0009122,0.99405223,1.0038745,1.0087351996973977
74,1.0035107,0.99653757,1.0054194,1.027197919405684
75,1.0158713,1.0103159,1.0205785,1.0332896447113442
76,1.021828,1.0162061,1.026467,1.0198327276690058
77,1.0084995,1.0030718,1.0131304,1.0103215782527881
78,1.0039433,0.99818105,1.0121635,1.013524179583524
79,1.0039475,0.998333,1.0096138,1.01208487424844
80,1.0037766,0.9981673,1.0095942,0.99936061019673
81,0.9998382,0.99376506,1.010657,1.0013946520514396
82,0.9987692,0.9925983,1.0091673,1.0176678912594193
83,0.9949704,0.98788506,1.0028651,1.0164283387147135
84,0.994279,0.9871622,1.0020411,1.0215151955689472
85,0.9939724,0.9868858,1.0018982,1.0240058313797051
86,0.9936263,0.9864352,1.0005398,1.0115240516151263
87,0.992275,0.9849184,0.9987159,0.9960966247317694
88,0.98857933,0.98120743,0.99492335,0.9698342764031475
89,0.99670696,0.99103904,0.997125,0.9771831894743958
90,0.9970208,0.9910597,1.0013123,0.9712967562272112
91,0.9948497,0.9891473,0.9965765,0.988262630039971
92,0.98672086,0.9806733,0.98799837,0.9895407313687848
93,0.9872275,0.9811894,0.9884895,0.9860138002386181
94,0.9861574,0.98013246,0.98761064,0.9961984794369934
95,0.9901644,0.9839494,0.9920408,1.0022613779392882
96,0.9935268,0.9871668,0.99577963,1.0160610513259538
97,0.9994809,0.99267966,1.0036091,1.0184804679754562
98,1.00035,0.99374944,1.0034293,1.0243941453779781
99,1.0024087,0.995602,1.0025166,1.0228509505044916
100,1.0019708,0.99517876,1.0025132,1.0242406285192722
101,1.0022703,0.99548125,1.0023923,1.0197797089600713
102,0.9989693,0.9925673,0.9980338,1.0312941516407426
103,1.0057971,0.99863255,1.007536,1.0329319662570398
104,1.0064,0.99931145,1.0081474,1.0331819115991596
105,1.0064737,0.99938923,1.0082724,1.029189794995079
106,1.0044128,0.9973832,1.0058725,1.0352738331531752
107,1.0025597,0.9954898,1.0052693,1.040969331220423
108,1.0054014,0.9980023,1.0082976,1.025167834171044
109,0.9952439,0.98734045,0.9998529,1.026120023052399
110,0.9950207,0.9871077,0.9994833,1.0206154601650883
111,0.99699634,0.9890932,1.0015775,1.0102875513201885
112,0.9986304,0.99022347,0.9985071,1.0223396421451936
113,1.0048265,0.9966041,1.0057766,1.0200176713956943
114,1.0042708,0.9960406,1.0050646,1.0231365054272392
115,1.0051831,0.99702597,1.0061734,1.0290053034535416
116,1.0071989,0.9988681,1.0067391,1.0364153745664393
117,1.0102283,1.0016217,1.0067843,1.0421157336240583
118,1.0133731,1.00468,1.008479,1.0417175845987547
119,1.0129942,1.0042955,1.0081565,1.039133572554351
120,1.0124583,1.0038694,1.0074798,1.052123947567323
121,1.0140897,1.004986,1.0097483,1.0530790756521584
122,1.0142798,1.0051148,1.0097674,1.0546124354986144
123,1.0151812,1.0060027,1.0106404,1.0567026613583144
124,1.0159814,1.006732,1.0115447,1.04932989552036
125,1.0114958,1.0023686,1.0070653,1.055827796137751
126,1.0094752,1.0001998,1.0064188,1.0592742383110705
127,1.0108323,1.0016307,1.0064862,1.0597034750654934
128,1.0107584,1.001543,1.0063921,1.055359219275206
129,1.0111144,1.0020317,1.0069622,1.056348826477792
130,1.0109457,1.0018657,1.0070317,1.051709067691439
131,1.0107867,1.0015446,1.0052576,1.0602151225636547
132,1.007649,0.9981436,1.0041597,1.0501919865104126
133,1.0061424,0.9973573,1.0018005,1.053344621381982
134,1.0057148,0.99709624,1.0025778,1.0640940798337406
135,1.0043746,0.99553114,1.0025978,1.0626443742401877
136,1.0043515,0.9956396,1.0027143,1.0728510974646657
137,1.0058866,0.99671197,1.0040091,1.077879170249292
138,1.0069964,0.9977281,1.0048189,1.0697190370174592
139,1.0044075,0.9953926,1.0031105,1.0781273068508086
140,1.0074189,0.99890435,1.0052533,1.0821580852852848
141,1.0090909,1.0005962,1.0059156,1.0830802038541096
142,1.0094225,1.0008388,1.0060737,1.074428658409615
143,1.0065212,0.9986427,1.0049589,1.0742606716260827
144,1.0064079,0.99852335,1.0048436,1.063951980650093
145,1.0027173,0.99501705,1.0021517,1.060427875677119
146,1.003714,0.99607223,1.0038998,1.0539022787192398
147,1.0058606,0.99776953,1.0088873,1.0607162567570592
148,1.0038277,0.9964981,1.003548,1.0568424996162078
149,1.0041403,0.99649704,1.0052987,1.0545500339478002
150,1.0045093,0.99668306,1.0059165,1.0450463455865713
151,1.0049629,0.99637544,1.0049994,1.0522463766969095
152,1.0037028,0.9956009,1.0026485,1.045781033410378
153,1.0030367,0.99438304,1.0038266,1.0564181238521562
154,1.0019081,0.99416655,1.0009944,1.0934923321833512
155,1.0066081,1.0029557,1.0037283,1.0934776361659493
156,1.0065883,1.00293,1.0036994,1.0999511187851956
157,1.0119984,1.0081961,1.0092919,1.1075299680056396
158,1.0182848,1.0142535,1.0159044,1.0979330164570524
159,1.0100658,1.0062876,1.0072117,1.0991127675155614
160,1.010986,1.0071466,1.0082719,1.0939164818548273
161,1.0072129,1.0037359,1.0035964,1.0862417693824078
162,1.001662,0.9986796,0.9966009,1.084856047987697
163,1.0006568,0.9977447,0.9953316,1.0818349989950184
164,0.9986112,0.9959132,0.9925756,1.0853179551192673
165,1.0008218,0.99782425,0.99568313,1.0968050405983134
166,1.004683,0.99949765,1.0044675,1.107407991061204
167,1.0091736,1.0031192,1.0098269,1.1183550544238743
168,1.0171505,1.010785,1.0178443,1.1214440442354645
169,1.0196408,1.0131737,1.0204852,1.117982679952168
170,1.0169499,1.0106666,1.0173558,1.122687214261377
171,1.0202761,1.0136665,1.0215856,1.119466638570896
172,1.0176542,1.0110966,1.0186975,1.117553443197745
173,1.0162598,1.009832,1.0169717,1.1252390081137842
174,1.0224117,1.0157356,1.0239028,1.119014227327493
175,1.0175917,1.0112218,1.0183599,1.115930550691425
176,1.0155131,1.0094955,1.0157773,1.1099003225662774
177,1.0140989,1.0085604,1.0147185,1.1060416005816909
178,1.0150087,1.0096371,1.0149006,1.1035574084093325
179,1.0157588,1.0105118,1.0150555,1.0976817145594802
180,1.0181619,1.0128484,1.0173681,1.0955284088712396
181,1.0188645,1.0137591,1.0183806,1.0927609227018877
182,1.0195395,1.0146747,1.0196255,1.0860518516190603
183,1.0193776,1.0152674,1.0210663,1.0576120056966285
184,1.0241807,1.0197753,1.0268549,1.057995910889681
185,1.0239834,1.0196115,1.0268762,1.070367357477458
186,1.0182394,1.0150796,1.0357845,1.0720323032028047
187,1.0176536,1.0146495,1.0368919,1.081734500845247
188,1.0162224,1.013875,1.0431058,1.0824530230499119
189,1.0161532,1.0138429,1.0435406,1.0740863542504386
190,1.0123162,1.0099515,1.0366467,1.0635801714098252
