step,equal_weight,vol_regime,hmm,buy_and_hold
150,1.0405678,1.0204138,1.0143977,0.9001694223838285
151,1.0358424,1.0163381,1.0119259,0.8960576470871747
152,1.036758,1.0178113,1.0140145,0.9072430149756021
153,1.035981,1.0158372,1.0097337,0.9190313422093652
154,1.0332835,1.0121434,1.0064855,0.9283301330361351
155,1.0327721,1.0106322,1.0069076,0.9100416705278093
156,1.0312717,1.0105757,0.99721533,0.9430624521290775
157,1.0294212,1.0093042,1.0180851,0.9439706798285876
158,1.0297427,1.009678,1.0189099,0.9380456788286241
159,1.0284209,1.0080757,1.0135639,0.9396169257917786
160,1.0286525,1.0082473,1.0144955,0.9385228042603164
161,1.0284482,1.0081267,1.0139512,0.9383128119296016
162,1.0283525,1.0079772,1.013684,0.9438727952047465
163,1.0290028,1.0078715,1.0147748,0.9426017857236021
164,1.0289725,1.008128,1.0150307,0.953663741970169
165,1.0274336,1.0049403,1.0119601,0.9563437683145485
166,1.0274875,1.004511,1.0115037,0.9606125565103585
167,1.0284377,1.005014,1.0129327,0.9465948075933625
168,1.0239476,0.9983767,1.0027778,0.9466807050773549
169,1.0238672,0.9982647,1.0026224,0.9670761713795795
170,1.0088676,0.98723966,0.996513,0.9616156875761308
171,1.0122144,0.9895319,0.9979302,0.9625899377091073
172,1.0114365,0.98888785,0.9972691,0.9489968937780409
173,1.0228952,0.9985701,1.0074271,0.9391402972363494
174,1.0320779,1.0070814,1.0169735,0.93918451922377
175,1.0319817,1.0070237,1.0169209,0.9443017236389131
176,1.0273278,1.0021641,1.011965,0.9357366948337539
177,1.0323997,1.0054703,1.0148457,0.9503961594446116
178,1.0247184,0.99778056,0.99958956,0.9532872339817652
179,1.0246106,0.99715513,1.0008925,0.9493021621322153
180,1.0226682,0.99685574,0.99846077,0.9277020814395102
181,1.0237123,1.003923,1.0005684,0.9197959105592913
182,1.0264491,1.0071473,1.0020075,0.9152325989584976
183,1.0293874,1.0100255,1.0042245,0.9178049273728388
184,1.0266691,1.0073925,1.0020193,0.9324050152702498
185,1.0215927,1.0008198,0.99144083,0.92260425519863
186,1.0271038,1.0063509,0.9929142,0.9275199762890647
187,1.0228097,1.0018039,0.9915625,0.9285704969284352
188,1.0218364,1.000737,0.99128336,0.9182942262729783
189,1.0268161,1.0059774,0.98883975,0.9278831928374293
190,1.0186229,0.9971017,0.9857131,0.9258265598747076
