step,allocator,w_aggressive,w_balanced,w_conservative
0,meta_rl,0.04273872228701234,0.9300549590177882,0.027206318695199284
1,meta_rl,0.037763854837065035,0.9347975707556763,0.027438574407258623
2,meta_rl,0.03821474314995759,0.929201892865539,0.03258336398450334
3,meta_rl,0.03454824546153304,0.9389905325420963,0.026461221996370746
4,meta_rl,0.037081164246177696,0.9246228302694356,0.038296005484386726
5,meta_rl,0.0358619993647075,0.9360968615134244,0.028041139121867866
6,meta_rl,0.04376293132332205,0.8632758888878742,0.09296117978880362
7,meta_rl,0.038383104636251025,0.915135522743485,0.04648137262026402
8,meta_rl,0.058361938296702935,0.8988035110255604,0.04283455067773674
9,meta_rl,0.18359091097300922,0.4551848169268241,0.3612242721001667
10,meta_rl,0.3054473308827083,0.025576982406547613,0.668975686710744
11,meta_rl,0.3521913359531723,0.02332708844135611,0.6244815756054716
12,meta_rl,0.12148747586500502,0.8180617667959549,0.06045075733904004
13,meta_rl,0.06263398818293292,0.9004444410922525,0.0369215707248146
14,meta_rl,0.054112013730837245,0.9063531968882519,0.039534789380910915
15,meta_rl,0.08485053380090857,0.8541248553385132,0.06102461086057826
16,meta_rl,0.06796213855383276,0.8476470374031243,0.08439082404304285
17,meta_rl,0.03880566284647451,0.9305016283818835,0.030692708771641864
18,meta_rl,0.07895798785434868,0.8708050395381236,0.05023697260752771
19,meta_rl,0.08366863991676639,0.8488929170927614,0.06743844299047207
20,meta_rl,0.12596568888502413,0.49571236792157997,0.37832194319339607
21,meta_rl,0.1722821745712777,0.07342379594451504,0.7542940294842073
22,meta_rl,0.34853443067126155,0.024617465946574466,0.6268481033821639
23,meta_rl,0.2551883225946769,0.5751796315120906,0.1696320458932325
24,meta_rl,0.044596988288022825,0.9240097416303152,0.03139327008166188
25,meta_rl,0.07367987591924217,0.8730237538489097,0.053296370231848064
26,meta_rl,0.07468612295644562,0.871548221565439,0.053765655478115335
27,meta_rl,0.08227465042895298,0.8437387722326247,0.07398657733842225
28,meta_rl,0.15338176471858894,0.635774379267512,0.21084385601389916
29,meta_rl,0.10148927758628731,0.784174056806165,0.11433666560754753
30,meta_rl,0.1646002368189441,0.6008102968953464,0.23458946628570948
31,meta_rl,0.05136486422427246,0.9085476532418129,0.04008748253391465
32,meta_rl,0.08740684432531777,0.8514947621396006,0.06109839353508172
33,meta_rl,0.03368896490818974,0.9445226418051873,0.021788393286622933
34,meta_rl,0.05292169243263927,0.5924435932587983,0.3546347143085625
35,meta_rl,0.032396674480652025,0.9180460636885034,0.049557261830844634
36,meta_rl,0.059318933733744465,0.40663655137756105,0.5340445148886944
37,meta_rl,0.04637174891944969,0.8969635914733718,0.056664659607178716
38,meta_rl,0.040302564020240676,0.9173371330710044,0.0423603029087549
39,meta_rl,0.06010084482042528,0.8965488064768393,0.0433503487027353
40,meta_rl,0.0696967851143731,0.872144345268283,0.05815886961734396
41,meta_rl,0.046461990826111896,0.9264639069668422,0.02707410220704602
42,meta_rl,0.03527895098197112,0.9439060901802209,0.020814958837808133
43,meta_rl,0.04580672428069064,0.925524944415399,0.028668331303910485
44,meta_rl,0.11444269149125157,0.484537017452099,0.40102029105664955
45,meta_rl,0.0533319294883527,0.9173024493635181,0.029365621148129174
46,meta_rl,0.06900248171286395,0.8807661601712459,0.05023135811589027
47,meta_rl,0.08923100206207407,0.8413944105518775,0.06937458738604858
48,meta_rl,0.08361170198715365,0.8547067550652693,0.06168154294757715
49,meta_rl,0.1328254802482543,0.7651142487541893,0.10206027099755623
50,meta_rl,0.15299695853448322,0.6479520114408516,0.19905103002466526
51,meta_rl,0.055962945387837054,0.8924706079964552,0.05156644661570792
52,meta_rl,0.07094871274243632,0.864188746666711,0.06486254059085272
53,meta_rl,0.08426009660737298,0.8262853916681421,0.089454511724485
54,meta_rl,0.04096765280666835,0.935773093442793,0.023259253750538656
55,meta_rl,0.04690349587225956,0.9253030374543967,0.02779346667334377
56,meta_rl,0.046657042094732565,0.9243109335256328,0.029032024379634706
57,meta_rl,0.033342856988879496,0.9446831948414957,0.02197394816962475
58,meta_rl,0.027485987292430583,0.9467015743333261,0.025812438374243362
59,meta_rl,0.08483348347389787,0.8044352865914411,0.11073122993466099
60,meta_rl,0.1615958394345579,0.6644246827123255,0.1739794778531167
61,meta_rl,0.09482839276390188,0.8309543559289909,0.07421725130710725
62,meta_rl,0.03462787424478483,0.8734211497423013,0.091950976012914
63,meta_rl,0.03389639719999932,0.9317602774577428,0.03434332534225774
64,meta_rl,0.04747395558839616,0.14871211124296346,0.8038139331686404
65,meta_rl,0.23600878810834727,0.028395943741510006,0.7355952681501428
66,meta_rl,0.046185998672663216,0.3590329166450861,0.5947810846822507
67,meta_rl,0.0505528101257423,0.2621550048937824,0.6872921849804754
68,meta_rl,0.041445580437133485,0.5511714792467042,0.40738294031616235
69,meta_rl,0.045498700195149386,0.4140714195518767,0.5404298802529738
70,meta_rl,0.06787106121281775,0.44341959958254645,0.4887093392046357
71,meta_rl,0.03836435064966655,0.9326714047927944,0.028964244557539043
72,meta_rl,0.0565922750043667,0.9179978839583045,0.02540984103732895
