step,allocator,w_aggressive,w_balanced,w_conservative
0,equal_weight,0.3333333333333333,0.3333333333333333,0.3333333333333333
1,equal_weight,0.3333333333333333,0.3333333333333333,0.3333333333333333
2,equal_weight,0.3333333333333333,0.3333333333333333,0.3333333333333333
3,equal_weight,0.3333333333333333,0.3333333333333333,0.3333333333333333
4,equal_weight,0.3333333333333333,0.3333333333333333,0.3333333333333333
5,equal_weight,0.3333333333333333,0.3333333333333333,0.3333333333333333
6,equal_weight,0.3333333333333333,0.3333333333333333,0.3333333333333333
7,equal_weight,0.3333333333333333,0.3333333333333333,0.3333333333333333
8,equal_weight,0.3333333333333333,0.3333333333333333,0.3333333333333333
9,equal_weight,0.3333333333333333,0.3333333333333333,0.3333333333333333
10,equal_weight,0.3333333333333333,0.3333333333333333,0.3333333333333333
11,equal_weight,0.3333333333333333,0.3333333333333333,0.3333333333333333
12,equal_weight,0.3333333333333333,0.3333333333333333,0.3333333333333333
13,equal_weight,0.3333333333333333,0.3333333333333333,0.3333333333333333
14,equal_weight,0.3333333333333333,0.3333333333333333,0.3333333333333333
15,equal_weight,0.3333333333333333,0.3333333333333333,0.3333333333333333
16,equal_weight,0.3333333333333333,0.3333333333333333,0.3333333333333333
17,equal_weight,0.3333333333333333,0.3333333333333333,0.3333333333333333
18,equal_weight,0.3333333333333333,0.3333333333333333,0.3333333333333333
19,equal_weight,0.3333333333333333,0.3333333333333333,0.3333333333333333
20,equal_weight,0.3333333333333333,0.3333333333333333,0.3333333333333333
21,equal_weight,0.3333333333333333,0.3333333333333333,0.3333333333333333
22,equal_weight,0.3333333333333333,0.3333333333333333,0.3333333333333333
23,equal_weight,0.3333333333333333,0.3333333333333333,0.3333333333333333
24,equal_weight,0.3333333333333333,0.3333333333333333,0.3333333333333333
25,equal_weight,0.3333333333333333,0.3333333333333333,0.3333333333333333
26,equal_weight,0.3333333333333333,0.3333333333333333,0.3333333333333333
27,equal_weight,0.3333333333333333,0.3333333333333333,0.3333333333333333
28,equal_weight,0.3333333333333333,0.3333333333333333,0.3333333333333333
29,equal_weight,0.3333333333333333,0.3333333333333333,0.3333333333333333
30,equal_weight,0.3333333333333333,0.3333333333333333,0.3333333333333333
31,equal_weight,0.3333333333333333,0.3333333333333333,0.3333333333333333
32,equal_weight,0.3333333333333333,0.3333333333333333,0.3333333333333333
33,equal_weight,0.3333333333333333,0.3333333333333333,0.3333333333333333
34,equal_weight,0.3333333333333333,0.3333333333333333,0.3333333333333333
35,equal_weight,0.3333333333333333,0.3333333333333333,0.3333333333333333
36,equal_weight,0.3333333333333333,0.3333333333333333,0.3333333333333333
37,equal_weight,0.3333333333333333,0.3333333333333333,0.3333333333333333
38,equal_weight,0.3333333333333333,0.3333333333333333,0.3333333333333333
39,equal_weight,0.3333333333333333,0.3333333333333333,0.3333333333333333
40,equal_weight,0.3333333333333333,0.3333333333333333,0.3333333333333333
41,equal_weight,0.3333333333333333,0.3333333333333333,0.3333333333333333
42,equal_weight,0.3333333333333333,0.3333333333333333,0.3333333333333333
43,equal_weight,0.3333333333333333,0.3333333333333333,0.3333333333333333
44,equal_weight,0.3333333333333333,0.3333333333333333,0.3333333333333333
45,equal_weight,0.3333333333333333,0.3333333333333333,0.3333333333333333
46,equal_weight,0.3333333333333333,0.3333333333333333,0.3333333333333333
47,equal_weight,0.3333333333333333,0.3333333333333333,0.3333333333333333
48,equal_weight,0.3333333333333333,0.3333333333333333,0.3333333333333333
49,equal_weight,0.3333333333333333,0.3333333333333333,0.3333333333333333
50,equal_weight,0.3333333333333333,0.3333333333333333,0.3333333333333333
51,equal_weight,0.3333333333333333,0.3333333333333333,0.3333333333333333
52,equal_weight,0.3333333333333333,0.3333333333333333,0.3333333333333333
53,equal_weight,0.3333333333333333,0.3333333333333333,0.3333333333333333
54,equal_weight,0.3333333333333333,0.3333333333333333,0.3333333333333333
55,equal_weight,0.3333333333333333,0.3333333333333333,0.3333333333333333
56,equal_weight,0.3333333333333333,0.3333333333333333,0.3333333333333333
57,equal_weight,0.3333333333333333,0.3333333333333333,0.3333333333333333
58,equal_weight,0.3333333333333333,0.3333333333333333,0.3333333333333333
59,equal_weight,0.3333333333333333,0.3333333333333333,0.3333333333333333
60,equal_weight,0.3333333333333333,0.3333333333333333,0.3333333333333333
61,equal_weight,0.3333333333333333,0.3333333333333333,0.3333333333333333
62,equal_weight,0.3333333333333333,0.3333333333333333,0.3333333333333333
63,equal_weight,0.3333333333333333,0.3333333333333333,0.3333333333333333
64,equal_weight,0.3333333333333333,0.3333333333333333,0.3333333333333333
65,equal_weight,0.3333333333333333,0.3333333333333333,0.3333333333333333
66,equal_weight,0.3333333333333333,0.3333333333333333,0.3333333333333333
67,equal_weight,0.3333333333333333,0.3333333333333333,0.3333333333333333
68,equal_weight,0.3333333333333333,0.3333333333333333,0.3333333333333333
69,equal_weight,0.3333333333333333,0.3333333333333333,0.3333333333333333
70,equal_weight,0.3333333333333333,0.3333333333333333,0.3333333333333333
71,equal_weight,0.3333333333333333,0.3333333333333333,0.3333333333333333
72,equal_weight,0.3333333333333333,0.3333333333333333,0.3333333333333333
73,equal_weight,0.3333333333333333,0.3333333333333333,0.3333333333333333
74,equal_weight,0.3333333333333333,0.3333333333333333,0.3333333333333333
75,equal_weight,0.3333333333333333,0.3333333333333333,0.3333333333333333
76,equal_weight,0.3333333333333333,0.3333333333333333,0.3333333333333333
77,equal_weight,0.3333333333333333,0.3333333333333333,0.3333333333333333
78,equal_weight,0.3333333333333333,0.3333333333333333,0.3333333333333333
79,equal_weight,0.3333333333333333,0.3333333333333333,0.3333333333333333
80,equal_weight,0.3333333333333333,0.3333333333333333,0.3333333333333333
81,equal_weight,0.3333333333333333,0.3333333333333333,0.3333333333333333
82,equal_weight,0.3333333333333333,0.3333333333333333,0.3333333333333333
83,equal_weight,0.3333333333333333,0.3333333333333333,0.3333333333333333
84,equal_weight,0.3333333333333333,0.3333333333333333,0.3333333333333333
85,equal_weight,0.3333333333333333,0.3333333333333333,0.3333333333333333
86,equal_weight,0.3333333333333333,0.3333333333333333,0.3333333333333333
87,equal_weight,0.3333333333333333,0.3333333333333333,0.3333333333333333
88,equal_weight,0.3333333333333333,0.3333333333333333,0.3333333333333333
89,equal_weight,0.3333333333333333,0.3333333333333333,0.3333333333333333
90,equal_weight,0.3333333333333333,0.3333333333333333,0.3333333333333333
91,equal_weight,0.3333333333333333,0.3333333333333333,0.3333333333333333
92,equal_weight,0.3333333333333333,0.3333333333333333,0.3333333333333333
93,equal_weight,0.3333333333333333,0.3333333333333333,0.3333333333333333
94,equal_weight,0.3333333333333333,0.3333333333333333,0.3333333333333333
95,equal_weight,0.3333333333333333,0.3333333333333333,0.3333333333333333
96,equal_weight,0.3333333333333333,0.3333333333333333,0.3333333333333333
97,equal_weight,0.3333333333333333,0.3333333333333333,0.3333333333333333
98,equal_weight,0.3333333333333333,0.3333333333333333,0.3333333333333333
99,equal_weight,0.3333333333333333,0.3333333333333333,0.3333333333333333
100,equal_weight,0.3333333333333333,0.3333333333333333,0.3333333333333333
101,equal_weight,0.3333333333333333,0.3333333333333333,0.3333333333333333
102,equal_weight,0.3333333333333333,0.3333333333333333,0.3333333333333333
103,equal_weight,0.3333333333333333,0.3333333333333333,0.3333333333333333
104,equal_weight,0.3333333333333333,0.3333333333333333,0.3333333333333333
105,equal_weight,0.3333333333333333,0.3333333333333333,0.3333333333333333
106,equal_weight,0.3333333333333333,0.3333333333333333,0.3333333333333333
107,equal_weight,0.3333333333333333,0.3333333333333333,0.3333333333333333
108,equal_weight,0.3333333333333333,0.3333333333333333,0.3333333333333333
109,equal_weight,0.3333333333333333,0.3333333333333333,0.3333333333333333
110,equal_weight,0.3333333333333333,0.3333333333333333,0.3333333333333333
111,equal_weight,0.3333333333333333,0.3333333333333333,0.3333333333333333
112,equal_weight,0.3333333333333333,0.3333333333333333,0.3333333333333333
113,equal_weight,0.3333333333333333,0.3333333333333333,0.3333333333333333
114,equal_weight,0.3333333333333333,0.3333333333333333,0.3333333333333333
115,equal_weight,0.3333333333333333,0.3333333333333333,0.3333333333333333
116,equal_weight,0.3333333333333333,0.3333333333333333,0.3333333333333333
