step,allocator,blended_action,aggressive_action,balanced_action,conservative_action
93,equal_weight,0.41972136,0.8075521,0.22516716,0.22644484
94,equal_weight,0.6642966,0.80650234,0.9246962,0.26169133
95,equal_weight,0.44326958,0.70749044,0.51155996,0.110758305
96,equal_weight,0.5790119,0.91025996,0.55989456,0.26688123
97,equal_weight,0.5562572,0.92761683,0.65892506,0.082229614
98,equal_weight,0.66432196,0.91149783,0.9338803,0.14758778
99,equal_weight,0.42935684,0.8273616,0.5329696,-0.07226068
100,equal_weight,0.5808428,0.78154397,0.86299455,0.0979898
101,equal_weight,0.11629335,0.4425323,0.20054471,-0.29419696
102,equal_weight,-0.36895266,0.26600885,-0.8179842,-0.55488265
103,equal_weight,0.049036223,0.34717155,-0.3660822,0.16601932
104,equal_weight,-0.45598236,0.19208658,-0.92819643,-0.63183725
105,equal_weight,-0.62546813,0.037548065,-0.979698,-0.9342544
106,equal_weight,0.49284133,0.346887,0.4078741,0.72376287
107,equal_weight,-0.043058235,0.055208683,-0.1736424,-0.010740995
108,equal_weight,-0.055349927,-0.11360645,-0.21189266,0.15944934
109,equal_weight,-0.0014575521,-0.064887285,-0.14009804,0.20061266
110,equal_weight,0.0435466,-0.16385853,0.043459177,0.25103915
111,equal_weight,-0.11726117,-0.30516803,-0.005277097,-0.041338384
112,equal_weight,-0.18981518,-0.0024796128,-0.45370615,-0.11325979
113,equal_weight,-0.04653597,0.18819356,-0.3990035,0.07120204
114,equal_weight,0.005009055,0.15126741,-0.35811114,0.2218709
115,equal_weight,0.16229181,0.4167769,-0.26158202,0.33168054
116,equal_weight,0.57734615,0.8013668,0.4331572,0.4975145
117,equal_weight,0.32046953,0.7781658,-0.25269997,0.43594277
118,equal_weight,0.33877504,0.7036927,0.060712814,0.25191963
119,equal_weight,0.11579136,0.4589877,-0.26618135,0.15456772
120,equal_weight,0.5163211,0.74203086,0.27884197,0.5280905
121,equal_weight,0.68519455,0.79555976,0.7466779,0.51334596
122,equal_weight,0.38409278,0.5824592,0.5262232,0.04359591
123,equal_weight,0.46489045,0.45664454,0.66968155,0.26834524
124,equal_weight,0.08996763,0.35046363,0.0503515,-0.13091224
125,equal_weight,0.31546798,-0.10800868,0.520262,0.5341506
126,equal_weight,0.13407885,0.20449197,0.2823913,-0.08464676
127,equal_weight,-0.059918683,-0.048613667,-0.014271975,-0.1168704
128,equal_weight,0.19425035,0.28641772,-0.010835648,0.30716896
129,equal_weight,0.24295278,0.62440264,-0.13805771,0.24251342
130,equal_weight,-0.26883873,-0.16408706,-0.33566105,-0.30676806
131,equal_weight,0.24675362,0.60514295,-0.062738895,0.19785678
132,equal_weight,-0.38054532,-0.19584721,-0.58627486,-0.35951388
133,equal_weight,0.03390646,0.3625214,-0.49883556,0.23803353
134,equal_weight,0.15868045,0.6209105,-0.015950084,-0.12891906
135,equal_weight,0.077929854,0.36451483,0.008810043,-0.13953531
136,equal_weight,0.370618,0.65314245,0.16425085,0.29446065
137,equal_weight,0.43957344,0.84263086,0.04925084,0.42683864
138,equal_weight,0.4984891,0.5216942,0.6896241,0.28414905
139,equal_weight,0.51505,0.74156475,0.6025367,0.2010485
140,equal_weight,0.793057,0.65831614,0.9616492,0.7592058
141,equal_weight,0.4476558,0.465773,0.64970565,0.22748876
142,equal_weight,0.4627037,0.21923375,0.81740665,0.3514707
143,equal_weight,0.28290793,0.1330564,0.36580956,0.3498578
144,equal_weight,0.013638894,-0.094142675,0.07737172,0.05768764
145,equal_weight,-0.62336594,-0.39042532,-0.7916633,-0.68800914
146,equal_weight,-0.8017812,-0.6040276,-0.8073698,-0.9939461
147,equal_weight,-0.7512374,-0.5068725,-0.76192564,-0.984914
148,equal_weight,-0.6742093,-0.38745177,-0.69527227,-0.9399038
149,equal_weight,-0.7192921,-0.39183158,-0.77494884,-0.99109596
150,equal_weight,-0.7711007,-0.38526654,-0.92935485,-0.9986808
151,equal_weight,-0.7346374,-0.30722994,-0.9131895,-0.9834928
152,equal_weight,-0.7220166,-0.39041018,-0.7926215,-0.9830181
153,equal_weight,-0.45568883,-0.124999285,-0.49599802,-0.7460692
154,equal_weight,0.9599531,0.9639772,0.97364235,0.94223976
155,equal_weight,0.82977563,0.9560995,0.7494395,0.78378797
156,equal_weight,0.87108827,0.9641111,0.82186556,0.82728815
157,equal_weight,0.88257295,0.95785856,0.8829384,0.80692196
158,equal_weight,0.84939545,0.9435158,0.84038603,0.7642846
159,equal_weight,0.7140445,0.80054617,0.642364,0.6992234
160,equal_weight,0.71362597,0.8026054,0.613451,0.72482145
161,equal_weight,0.5541058,0.5633799,0.4230634,0.67587423
162,equal_weight,0.6860625,0.7537992,0.5393082,0.7650802
163,equal_weight,0.5894638,0.6279017,0.4282279,0.7122617
164,equal_weight,0.4698851,0.67650425,0.16523015,0.5679209
165,equal_weight,0.7178757,0.8616947,0.55820274,0.7337297
166,equal_weight,0.790636,0.9432061,0.7151766,0.7135253
167,equal_weight,0.7392118,0.9477303,0.608057,0.66184807
168,equal_weight,0.8597805,0.9215317,0.91313744,0.7446723
169,equal_weight,0.8064215,0.85638213,0.8799622,0.6829202
170,equal_weight,0.87931293,0.89553595,0.95213664,0.7902663
171,equal_weight,0.80627364,0.8238249,0.9100325,0.68496346
172,equal_weight,0.8391726,0.9020767,0.89051056,0.7249305
173,equal_weight,0.83593637,0.90795565,0.87468326,0.72517014
174,equal_weight,0.76008695,0.7717049,0.63955116,0.86900485
175,equal_weight,0.61413634,0.55503535,0.44839036,0.8389833
176,equal_weight,0.34694955,0.19022453,0.69718623,0.15343785
177,equal_weight,0.15441878,0.047387123,0.67865705,-0.26278782
178,equal_weight,0.08038739,0.075632334,0.4910779,-0.32554805
179,equal_weight,0.19109607,0.054251432,0.6832433,-0.1642065
180,equal_weight,-0.08368983,-0.012509286,0.038128614,-0.2766888
181,equal_weight,-0.20184284,-0.07309085,0.09501827,-0.62745595
182,equal_weight,-0.32171318,-0.27969092,-0.1133737,-0.5720749
183,equal_weight,-0.4823901,-0.78241384,-0.11623478,-0.5485217
184,equal_weight,0.04120189,-0.4008035,0.53265476,-0.008245587
185,equal_weight,0.15569963,0.040044427,-0.14448828,0.57154274
186,equal_weight,0.14018776,-0.18435663,0.11647642,0.4884435
187,equal_weight,0.016524255,-0.25749344,-0.31167245,0.61873865
188,equal_weight,0.28771615,0.12744749,-0.013476491,0.74917746
189,equal_weight,0.07408261,-0.24482894,-0.18438625,0.65146303
0,vol_regime,0.4568712,0.44478965,0.3959725,0.71205664
1,vol_regime,0.46454105,0.2189765,0.5383501,0.6116935
2,vol_regime,-0.24053521,-0.20669419,-0.70754033,0.34829724
3,vol_regime,0.09728253,0.11385214,0.012307525,0.25278986
4,vol_regime,-0.9209208,-0.799034,-0.9533206,-0.9996078
5,vol_regime,-0.81390417,-0.6691513,-0.8013,-0.9754625
6,vol_regime,-0.8378811,-0.70278215,-0.8717315,-0.92784613
7,vol_regime,-0.71607274,-0.6722523,-0.8610894,-0.56653756
8,vol_regime,-0.88519615,-0.7197884,-0.9370963,-0.98140365
9,vol_regime,-0.82242405,-0.7422338,-0.81438684,-0.9133307
10,vol_regime,-0.93019795,-0.87674564,-0.9191626,-0.9983642
11,vol_regime,-0.9070066,-0.9059776,-0.84066284,-0.9964941
12,vol_regime,-0.7709638,-0.7541894,-0.68350065,-0.9043558
13,vol_regime,-0.2637268,-0.60995346,0.03850615,-0.32047743
14,vol_regime,-0.06969027,-0.5423805,0.46545148,-0.31052238
15,vol_regime,-0.055320792,-0.21888787,0.26611948,-0.32034075
16,vol_regime,0.41234493,0.29599893,0.9507396,-0.18916869
17,vol_regime,0.44288695,0.39121377,0.6348369,0.23862684
18,vol_regime,0.27168086,0.0049123764,0.530602,0.19322121
19,vol_regime,0.11887387,0.11564624,0.14061403,0.093114614
20,vol_regime,0.37014836,0.2307483,0.69517255,0.07618284
21,vol_regime,0.5622884,0.26967096,0.8076482,0.52775943
22,vol_regime,0.3764093,0.21890283,0.52969265,0.329538
23,vol_regime,0.51931924,0.34861624,0.7205174,0.42175794
24,vol_regime,0.710038,0.61686134,0.94253385,0.4932202
25,vol_regime,0.5705245,0.67927074,0.6694808,0.3298366
26,vol_regime,0.6834958,0.73973536,0.8024838,0.46860564
27,vol_regime,0.6117135,0.8530922,0.5428674,0.4621297
28,vol_regime,0.67046624,0.9462695,0.8557391,0.14763248
29,vol_regime,0.78226346,0.957253,0.91064143,0.43610334
30,vol_regime,0.9020021,0.92716575,0.9753616,0.7790258
31,vol_regime,0.785702,0.6538348,0.95594513,0.6905782
32,vol_regime,0.8212523,0.7511382,0.9412365,0.7313874
33,vol_regime,0.8552045,0.7990711,0.9684446,0.7603512
34,vol_regime,0.80677617,0.7080138,0.919868,0.75474954
35,vol_regime,0.73572,0.64240885,0.85811234,0.66584134
36,vol_regime,0.4520499,0.6201136,0.41031504,0.33963275
37,vol_regime,0.3213502,0.4777236,0.17567885,0.35920525
38,vol_regime,0.04087662,0.14768076,0.33416057,-0.45697278
39,vol_regime,0.42727235,0.36733556,0.7014985,0.12157428
40,vol_regime,0.3110226,0.463117,0.5489528,-0.15831208
41,vol_regime,0.04610606,0.07969546,0.31931603,-0.3517633
42,vol_regime,-0.12879476,-0.42972183,0.26160765,-0.34840423
43,vol_regime,-0.009498889,-0.008645952,0.36275887,-0.5066955
44,vol_regime,0.0024136782,-0.12363577,0.0064120293,0.12313199
45,vol_regime,-0.07201696,0.23089302,-0.09112507,-0.34944946
46,vol_regime,0.20073234,0.5165663,0.21282399,-0.1312238
47,vol_regime,0.50325865,0.7409979,0.6038861,0.13134944
48,vol_regime,0.60366696,0.8225875,0.72300386,0.22563064
49,vol_regime,0.3437299,0.24957609,0.694178,-0.029380322
50,vol_regime,0.4418908,0.5148624,0.7566757,-0.050794005
51,vol_regime,0.3916625,0.33195257,0.791404,-0.08161622
52,vol_regime,0.46743742,0.34811878,0.940786,-0.04437536
53,vol_regime,0.5887854,0.41760123,0.94398904,0.28636467
54,vol_regime,0.5178531,0.3794223,0.9949355,0.020174026
55,vol_regime,0.5065305,0.3689952,0.99469995,-0.006826699
56,vol_regime,0.5065557,0.37667966,0.98861337,-0.006311953
57,vol_regime,0.4563815,0.45610905,0.93211937,-0.1776632
58,vol_regime,0.53733015,0.5046884,0.94951963,0.020385861
59,vol_regime,0.80866075,0.89296556,0.8496138,0.17997253
60,vol_regime,0.6215215,0.72314286,0.8678211,0.19150066
61,vol_regime,0.6758429,0.7443845,0.6788907,0.25544965
62,vol_regime,0.28531983,0.6976148,-0.52592695,0.24529052
63,vol_regime,0.39410996,0.5321187,0.020907164,0.6856661
64,vol_regime,-0.059653856,-0.15393221,0.15009356,-0.12322593
65,vol_regime,0.36096066,0.20552361,0.6594416,0.3981402
66,vol_regime,0.2963022,0.2710147,0.43432152,0.033969402
67,vol_regime,0.2207323,0.2838384,0.1628089,0.015866041
68,vol_regime,-0.036106747,0.13420582,-0.37295234,-0.047445357
69,vol_regime,-0.27692127,-0.0479095,-0.7208796,-0.31911683
70,vol_regime,-0.18694222,-0.1413554,-0.42569023,0.25578094
71,vol_regime,-0.10829182,-0.19507253,-0.12105852,0.45069253
72,vol_regime,0.14561228,-0.1197021,0.502769,0.6660285
73,vol_regime,0.5328207,0.36166275,0.7697277,0.8490472
74,vol_regime,0.9651789,0.9716588,0.9454186,0.98558044
75,vol_regime,0.9408637,0.9865873,0.831275,0.9952886
76,vol_regime,0.5191201,0.84020305,0.10877609,0.7451625
77,vol_regime,0.17596343,0.40934217,-0.1985774,0.4419725
78,vol_regime,0.37058252,0.4942211,-0.019657552,0.767264
79,vol_regime,-0.041427266,0.36288726,-0.55279714,0.2360847
80,vol_regime,-0.5865518,-0.121971786,-0.7938695,-0.7747081
81,vol_regime,0.1671179,0.45894313,-0.36652637,0.58681834
82,vol_regime,0.3593427,0.4849789,-0.11795014,0.8700969
83,vol_regime,0.21359062,0.47017908,-0.3415426,0.6971798
84,vol_regime,0.26355538,0.3805654,-0.13766468,0.68150544
85,vol_regime,0.38092434,0.54095304,-0.014546514,0.74819016
86,vol_regime,-0.07486587,0.4630369,-0.40765393,-0.16905123
87,vol_regime,-0.2631617,-0.0066817403,-0.19239497,-0.44535637
88,vol_regime,-0.061024446,0.3508544,-0.47917688,-0.14089078
89,vol_regime,0.13101892,0.3523121,0.085882545,0.016297579
90,vol_regime,-0.23981838,0.18579412,-0.40600157,-0.4287126
91,vol_regime,0.3324995,0.47109282,0.044471145,0.36455488
92,vol_regime,0.3753211,0.6979141,0.22613144,0.24144113
93,vol_regime,0.38121593,0.80399776,0.23845065,0.18465292
94,vol_regime,0.5500263,0.8131238,0.916481,0.24558592
95,vol_regime,0.40964097,0.76028395,0.60381794,0.121584415
96,vol_regime,0.521026,0.9167547,0.5916836,0.2553258
97,vol_regime,0.45757884,0.9326794,0.6957941,0.07723236
98,vol_regime,0.5571248,0.9179009,0.9509764,0.18311846
99,vol_regime,0.35230234,0.8461286,0.60384166,-0.04460913
100,vol_regime,0.46379736,0.7975799,0.8848481,0.095107555
101,vol_regime,0.07304385,0.47674727,0.27776432,-0.2510664
102,vol_regime,-0.24963401,0.2677052,-0.8212111,-0.3314067
103,vol_regime,0.1028555,0.275661,-0.39934045,0.20005059
104,vol_regime,-0.3770673,0.17307484,-0.92461514,-0.48813343
105,vol_regime,-0.64955693,-0.06343889,-0.97826713,-0.86974365
106,vol_regime,0.5470598,0.3505528,0.45274603,0.7026894
107,vol_regime,-0.025055755,0.06979382,-0.14770257,-0.03290677
108,vol_regime,-0.080491394,-0.09423095,-0.23972726,0.14556265
109,vol_regime,-0.00801524,-0.04568088,-0.13519007,0.19921684
110,vol_regime,0.0470074,-0.16220278,0.048763514,0.2538761
111,vol_regime,-0.10623202,-0.3038801,-0.005977571,-0.042256534
112,vol_regime,-0.21963526,-0.0021637082,-0.45818585,-0.11903936
113,vol_regime,-0.06930274,0.19394362,-0.38468724,0.08796358
114,vol_regime,-0.025346184,0.14862728,-0.35460472,0.23969173
115,vol_regime,0.1239156,0.4091643,-0.26060134,0.35135615
116,vol_regime,0.5641256,0.78856146,0.44276094,0.5015092
117,vol_regime,0.2593304,0.7709222,-0.25089455,0.42803848
118,vol_regime,0.29483047,0.6831236,0.02058804,0.2721939
119,vol_regime,0.07602785,0.4346695,-0.26431,0.17117
120,vol_regime,0.49047926,0.7305279,0.2801193,0.5309106
121,vol_regime,0.69322896,0.7925191,0.75030446,0.51783824
122,vol_regime,0.39746907,0.58125174,0.5256406,0.04279101
123,vol_regime,0.48188186,0.45962548,0.6676469,0.2564515
124,vol_regime,0.08250489,0.34181726,0.052685738,-0.1370486
125,vol_regime,0.34032646,-0.11016238,0.5222269,0.5482813
126,vol_regime,0.14793012,0.19320738,0.28219223,-0.076363325
127,vol_regime,-0.050889015,-0.053070426,0.0019812584,-0.1192013
128,vol_regime,0.20602015,0.29634523,-0.009660065,0.31111026
129,vol_regime,0.3553754,0.62443113,-0.14276701,0.23546839
130,vol_regime,-0.24324724,-0.15420175,-0.38207173,-0.3610468
131,vol_regime,0.3872698,0.6381086,-0.052386045,0.20120442
132,vol_regime,-0.37416518,-0.22943151,-0.660244,-0.38433063
133,vol_regime,0.09243293,0.3658619,-0.5026864,0.23721707
134,vol_regime,0.34091845,0.6028278,-0.017365992,-0.15568429
135,vol_regime,0.16428542,0.34672117,-0.07799542,-0.20348662
136,vol_regime,0.46865374,0.6521783,0.16009724,0.29317582
137,vol_regime,0.5552413,0.82538724,0.08821297,0.33545065
138,vol_regime,0.47925287,0.51192796,0.6173382,0.26246405
139,vol_regime,0.52099484,0.742875,0.5993819,0.19459867
140,vol_regime,0.7574791,0.6571317,0.96106935,0.7487924
141,vol_regime,0.5010297,0.46216416,0.6669531,0.23645246
142,vol_regime,0.48605484,0.21641147,0.81064665,0.32290912
143,vol_regime,0.2722415,0.13387287,0.3337041,0.32866
144,vol_regime,0.023104465,-0.10186434,0.076657414,0.076669335
145,vol_regime,-0.63772225,-0.39530277,-0.79288775,-0.6732543
146,vol_regime,-0.7999381,-0.6093955,-0.79830325,-0.99266046
147,vol_regime,-0.75218165,-0.5061604,-0.76365143,-0.9829099
148,vol_regime,-0.6741503,-0.38645834,-0.69572526,-0.9330756
149,vol_regime,-0.7253788,-0.396066,-0.77413666,-0.98968107
150,vol_regime,-0.78890973,-0.39641804,-0.9260929,-0.99849045
151,vol_regime,-0.7532708,-0.31853187,-0.9079624,-0.9817543
152,vol_regime,-0.72523594,-0.397439,-0.7787037,-0.9817426
153,vol_regime,-0.4527984,-0.124561965,-0.49457502,-0.7253326
154,vol_regime,0.9545133,0.9636421,0.9736366,0.9413867
155,vol_regime,0.82827383,0.95639277,0.74599755,0.78431296
156,vol_regime,0.8668133,0.96419287,0.8193991,0.8273512
157,vol_regime,0.8674257,0.9581206,0.8812306,0.8074868
158,vol_regime,0.8356534,0.9442986,0.8409064,0.76836514
159,vol_regime,0.72098064,0.80323076,0.64198184,0.70323014
160,vol_regime,0.7240267,0.8019593,0.6081946,0.7235999
161,vol_regime,0.5876375,0.5605577,0.41537154,0.6727917
162,vol_regime,0.7064282,0.74810886,0.5245522,0.7541702
163,vol_regime,0.6223901,0.6222731,0.41701293,0.7046112
164,vol_regime,0.51297605,0.66953325,0.15819907,0.56095254
165,vol_regime,0.7255767,0.859319,0.5361707,0.7210938
166,vol_regime,0.7788905,0.9429779,0.7116232,0.707345
167,vol_regime,0.73687404,0.9476764,0.61058617,0.66090775
168,vol_regime,0.8298688,0.92156434,0.9143989,0.7410394
169,vol_regime,0.77973014,0.8574505,0.8867452,0.6902919
170,vol_regime,0.8567584,0.89668334,0.95428634,0.79379225
171,vol_regime,0.775705,0.82750034,0.9142498,0.6892098
172,vol_regime,0.8152266,0.90296745,0.89499354,0.73067534
173,vol_regime,0.81267154,0.908869,0.8777286,0.72893023
174,vol_regime,0.73827153,0.77218103,0.6311747,0.8561053
175,vol_regime,0.5461079,0.55252683,0.43617392,0.8373959
176,vol_regime,0.3498149,0.16549265,0.6731813,0.102981925
177,vol_regime,0.20526661,0.045600653,0.6786835,-0.2569884
178,vol_regime,0.19461189,0.115961075,0.52003026,-0.30973828
179,vol_regime,0.27770853,0.14379239,0.6934922,-0.16614568
180,vol_regime,0.017128784,0.04358828,0.054518342,-0.25379688
181,vol_regime,-0.018197501,-0.007558584,0.13907552,-0.55385005
182,vol_regime,-0.16817899,-0.16716605,-0.08088344,-0.43614328
183,vol_regime,-0.47375652,-0.8155481,-0.21916229,-0.47142386
184,vol_regime,0.08295475,-0.41281492,0.5181196,-0.0014953613
185,vol_regime,0.111063,0.024593592,-0.14949071,0.5449374
186,vol_regime,0.14147134,-0.16937965,0.10671115,0.49866927
187,vol_regime,-0.017352248,-0.25814152,-0.31263936,0.61715317
188,vol_regime,0.25330392,0.13053548,-0.029158294,0.75268865
189,vol_regime,0.04806577,-0.24652183,-0.18645471,0.65534735
0,hmm,0.4969774,0.44478965,0.3959725,0.71205664
1,hmm,0.4058046,0.2006787,0.54267085,0.6105014
2,hmm,-0.21475336,-0.17776465,-0.7110879,0.31371748
3,hmm,0.11413624,0.10332179,0.0060511827,0.26326287
4,hmm,-0.89732236,-0.8033572,-0.95149106,-0.9995214
5,hmm,-0.784398,-0.6636997,-0.80773896,-0.9726637
6,hmm,-0.80982316,-0.6958489,-0.87676775,-0.9342513
7,hmm,-0.70451844,-0.6630565,-0.86529076,-0.5862185
8,hmm,-0.84978443,-0.71718985,-0.9377619,-0.9803377
9,hmm,-0.80088365,-0.7335303,-0.8185202,-0.900491
10,hmm,-0.92068195,-0.8746633,-0.9224144,-0.99823385
11,hmm,-0.90991163,-0.90537155,-0.84388304,-0.99632585
12,hmm,-0.7708084,-0.75455505,-0.6819874,-0.90583855
13,hmm,-0.34255442,-0.6099424,0.038552523,-0.32020867
14,hmm,-0.20410141,-0.61608213,0.49023724,-0.29656076
15,hmm,-0.14655097,-0.38462365,0.33217776,-0.2928989
16,hmm,0.37739357,0.28901792,0.9606793,-0.16319829
17,hmm,0.43973863,0.4087634,0.6560297,0.23610544
18,hmm,0.20882341,0.0052462816,0.52951396,0.18978238
19,hmm,0.09517468,0.06937623,0.1360935,0.09237766
20,hmm,0.32374015,0.22062004,0.69058025,0.06910908
21,hmm,0.5036496,0.27278876,0.83073616,0.52620196
22,hmm,0.33533862,0.18231535,0.57051,0.32174766
23,hmm,0.47184047,0.3294978,0.7340586,0.4122857
24,hmm,0.68759286,0.6244372,0.94716,0.48980796
25,hmm,0.59573174,0.6804433,0.6927122,0.32932472
26,hmm,0.68197405,0.7393682,0.77657986,0.46602905
27,hmm,0.6625499,0.85324645,0.54460657,0.46212792
28,hmm,0.7140263,0.94345355,0.84652245,0.1433003
29,hmm,0.81237245,0.95497143,0.90453124,0.44666457
30,hmm,0.90541613,0.92863953,0.97489524,0.7803247
31,hmm,0.7538918,0.6544905,0.9559467,0.6902795
32,hmm,0.8035154,0.7485542,0.94384575,0.7340224
33,hmm,0.84010714,0.7977774,0.96871066,0.76194847
34,hmm,0.7837317,0.70699453,0.92065597,0.75748014
35,hmm,0.7150888,0.6408161,0.86349714,0.67063165
36,hmm,0.487104,0.614979,0.40521288,0.35546875
37,hmm,0.35268357,0.49223125,0.13946426,0.3574965
38,hmm,0.041241072,0.14316523,0.3248043,-0.4820236
39,hmm,0.40547493,0.3673557,0.70153797,0.12130988
40,hmm,0.3325962,0.45928955,0.54172575,-0.1445517
41,hmm,0.047932994,0.08595443,0.3294115,-0.3572793
42,hmm,-0.2008153,-0.4294502,0.26294112,-0.34718198
